Frase,Sentimiento,Etiqueta
mi opinión es que el trámite fue bkn,Positivo,0
la aplicación fue fome,Negativo,1
lamentablemente el producto fue horrible,Negativo,1
en general la experiencia fue excelente,Positivo,0
la verdad el sistema fue bien logrado,Positivo,0
la plataforma estuvo mal atendido,Negativo,1
mi opinión es que el servicio fue bien logrado,Positivo,0
mi opinión es que la aplicación fue impecable,Positivo,0
en general el sistema fue pésimo,Negativo,1
en general el proceso fue funcionó perfecto,Positivo,0
mi opinión es que el sistema fue joya,Positivo,0
mi experiencia con la plataforma fue lento,Negativo,1
lamentablemente la experiencia fue funciona mal,Negativo,1
la verdad el proceso fue muy conforme,Positivo,0
la plataforma estuvo la raja,Positivo,0
la compra estuvo frustrante,Negativo,1
la atención fue muy bueno,Positivo,0
la plataforma estuvo muy mala experiencia,Negativo,1
mi opinión es que la compra fue recomendable,Positivo,0
en general el sistema fue muy malo,Negativo,1
el producto estuvo una lata,Negativo,1
mi experiencia con el sistema fue pésimo,Negativo,1
el sistema estuvo la raja,Positivo,0
el trámite fue impecable,Positivo,0
mi opinión es que el proceso fue bkn,Positivo,0
en general la atención fue callampa,Negativo,1
el proceso fue una lata,Negativo,1
en general el sistema fue me dejó contento,Positivo,0
en general el proceso fue muy conforme,Positivo,0
la atención estuvo joya,Positivo,0
lamentablemente la experiencia fue lento,Negativo,1
el trámite estuvo me dejó contento,Positivo,0
el proceso fue la raja,Positivo,0
mi opinión es que el trámite fue vale la pena,Positivo,0
la aplicación fue pésimo,Negativo,1
la verdad el servicio fue pulento,Positivo,0
la verdad la atención fue de pana,Positivo,0
la experiencia estuvo muy conforme,Positivo,0
la aplicación fue funcionó perfecto,Positivo,0
lamentablemente el proceso fue charcha,Negativo,1
lamentablemente el producto fue mal ejecutado,Negativo,1
la aplicación fue pura pérdida de tiempo,Negativo,1
en general el proceso fue frustrante,Negativo,1
en general la plataforma fue filete,Positivo,0
lamentablemente la atención fue ineficiente,Negativo,1
la experiencia estuvo muy bueno,Positivo,0
la experiencia estuvo todo bien,Positivo,0
la verdad el sistema fue excelente,Positivo,0
en general el producto fue pura pérdida de tiempo,Negativo,1
el proceso fue bacán,Positivo,0
la experiencia estuvo notable,Positivo,0
en general la experiencia fue seco,Positivo,0
mi opinión es que la plataforma fue recomendable,Positivo,0
en general la compra fue sin problemas,Positivo,0
la plataforma fue bkn,Positivo,0
lamentablemente el sistema fue ineficiente,Negativo,1
mi opinión es que la compra fue perfecto,Positivo,0
en general la atención fue charcha,Negativo,1
la compra estuvo funcionó perfecto,Positivo,0
la compra fue cumple totalmente,Positivo,0
la experiencia fue mal ejecutado,Negativo,1
el trámite estuvo de pana,Positivo,0
la atención estuvo fome,Negativo,1
el trámite estuvo sin problemas,Positivo,0
la atención fue ineficiente,Negativo,1
lamentablemente el proceso fue horrible,Negativo,1
la verdad el servicio fue la raja,Positivo,0
el proceso fue bien logrado,Positivo,0
lamentablemente la atención fue una lata,Negativo,1
mi opinión es que el sistema fue la raja,Positivo,0
mi opinión es que el producto fue de pana,Positivo,0
el trámite estuvo funcionó perfecto,Positivo,0
la verdad la experiencia fue muy bueno,Positivo,0
el sistema fue muy mala experiencia,Negativo,1
lamentablemente el servicio fue muy malo,Negativo,1
en general el servicio fue pésimo,Negativo,1
en general el proceso fue muy mala experiencia,Negativo,1
mi experiencia con la aplicación fue me dejó molesto,Negativo,1
en general el producto fue bkn,Positivo,0
mi opinión es que el proceso fue perfecto,Positivo,0
mi experiencia con la experiencia fue muy mala experiencia,Negativo,1
lamentablemente la plataforma fue fome,Negativo,1
en general la experiencia fue penca,Negativo,1
la aplicación estuvo bacán,Positivo,0
la compra fue pura pérdida de tiempo,Negativo,1
la verdad la experiencia fue la raja,Positivo,0
el servicio fue horrible,Negativo,1
en general la compra fue una lata,Negativo,1
mi experiencia con el sistema fue una lata,Negativo,1
el producto fue genial,Positivo,0
la verdad la aplicación fue funcionó perfecto,Positivo,0
la verdad la experiencia fue me dejó contento,Positivo,0
la verdad el proceso fue excelente,Positivo,0
la verdad el servicio fue bkn,Positivo,0
el trámite fue malísimo,Negativo,1
la experiencia estuvo recomendable,Positivo,0
mi opinión es que la experiencia fue impecable,Positivo,0
en general el producto fue impecable,Positivo,0
el servicio fue me dejó contento,Positivo,0
en general el trámite fue horrible,Negativo,1
el servicio estuvo vale la pena,Positivo,0
el trámite estuvo perfecto,Positivo,0
lamentablemente la experiencia fue muy malo,Negativo,1
la aplicación fue horrible,Negativo,1
mi experiencia con la atención fue malísimo,Negativo,1
el sistema fue pésimo,Negativo,1
en general la aplicación fue desastroso,Negativo,1
el servicio fue cumple totalmente,Positivo,0
mi experiencia con la experiencia fue charcha,Negativo,1
mi opinión es que la plataforma fue cumple totalmente,Positivo,0
mi experiencia con la experiencia fue lento,Negativo,1
mi experiencia con la aplicación fue impresentable,Negativo,1
la compra estuvo seco,Positivo,0
mi experiencia con la atención fue funciona mal,Negativo,1
en general la plataforma fue excelente,Positivo,0
la aplicación estuvo lento,Negativo,1
el trámite estuvo muy malo,Negativo,1
el producto fue callampa,Negativo,1
mi opinión es que la experiencia fue notable,Positivo,0
el sistema estuvo super bueno,Positivo,0
en general el producto fue sin problemas,Positivo,0
lamentablemente la plataforma fue funciona mal,Negativo,1
la compra estuvo recomendable,Positivo,0
lamentablemente el producto fue malísimo,Negativo,1
la aplicación estuvo pura pérdida de tiempo,Negativo,1
en general el sistema fue impecable,Positivo,0
en general el servicio fue sin problemas,Positivo,0
la plataforma fue recomendable,Positivo,0
el producto estuvo no recomendable,Negativo,1
lamentablemente el proceso fue deficiente,Negativo,1
la experiencia fue pura pérdida de tiempo,Negativo,1
el proceso estuvo seco,Positivo,0
el proceso fue desastroso,Negativo,1
mi experiencia con la atención fue deficiente,Negativo,1
en general la compra fue mal ejecutado,Negativo,1
la verdad el sistema fue genial,Positivo,0
el sistema fue charcha,Negativo,1
la compra estuvo mal ejecutado,Negativo,1
mi opinión es que el producto fue cumple totalmente,Positivo,0
la experiencia fue cumple totalmente,Positivo,0
mi experiencia con la aplicación fue penca,Negativo,1
la experiencia fue muy malo,Negativo,1
la verdad la experiencia fue pulento,Positivo,0
la verdad el trámite fue seco,Positivo,0
el servicio estuvo perfecto,Positivo,0
en general el proceso fue cumple totalmente,Positivo,0
el sistema estuvo ineficiente,Negativo,1
la verdad el servicio fue muy bueno,Positivo,0
mi opinión es que el producto fue filete,Positivo,0
mi opinión es que el proceso fue rápido y eficiente,Positivo,0
la verdad la experiencia fue super bueno,Positivo,0
en general el servicio fue muy mala experiencia,Negativo,1
la atención fue penca,Negativo,1
el sistema fue bacán,Positivo,0
lamentablemente el producto fue desastroso,Negativo,1
en general la plataforma fue impecable,Positivo,0
en general la aplicación fue joya,Positivo,0
la plataforma estuvo charcha,Negativo,1
el proceso fue mal ejecutado,Negativo,1
en general la experiencia fue pulento,Positivo,0
mi experiencia con el proceso fue mal atendido,Negativo,1
la atención fue muy conforme,Positivo,0
la verdad la plataforma fue me dejó contento,Positivo,0
en general la atención fue joya,Positivo,0
la aplicación fue muy mala experiencia,Negativo,1
en general el sistema fue notable,Positivo,0
en general el producto fue bacán,Positivo,0
el sistema fue seco,Positivo,0
la verdad la compra fue bien logrado,Positivo,0
la aplicación fue bacán,Positivo,0
lamentablemente el sistema fue muy mala experiencia,Negativo,1
la verdad la atención fue perfecto,Positivo,0
el sistema estuvo muy bueno,Positivo,0
la plataforma fue muy bueno,Positivo,0
la verdad el proceso fue sin problemas,Positivo,0
el sistema fue super bueno,Positivo,0
mi opinión es que el sistema fue filete,Positivo,0
la verdad la experiencia fue notable,Positivo,0
mi opinión es que el sistema fue todo bien,Positivo,0
en general la compra fue pésimo,Negativo,1
en general la aplicación fue penca,Negativo,1
mi opinión es que el servicio fue notable,Positivo,0
la verdad el sistema fue muy conforme,Positivo,0
mi opinión es que el trámite fue me dejó contento,Positivo,0
en general la atención fue muy conforme,Positivo,0
lamentablemente el trámite fue callampa,Negativo,1
mi opinión es que el trámite fue cumple totalmente,Positivo,0
el trámite fue seco,Positivo,0
la compra estuvo de pana,Positivo,0
lamentablemente el proceso fue muy malo,Negativo,1
en general el trámite fue genial,Positivo,0
el trámite estuvo muy conforme,Positivo,0
en general la atención fue seco,Positivo,0
lamentablemente el servicio fue lento,Negativo,1
el sistema estuvo joya,Positivo,0
la experiencia estuvo decepcionante,Negativo,1
la experiencia estuvo bkn,Positivo,0
el sistema estuvo bkn,Positivo,0
la plataforma estuvo impresentable,Negativo,1
el trámite fue muy mala experiencia,Negativo,1
mi experiencia con la compra fue no cumple,Negativo,1
en general la compra fue deficiente,Negativo,1
en general el trámite fue funcionó perfecto,Positivo,0
el producto fue muy malo,Negativo,1
el servicio fue pulento,Positivo,0
en general la atención fue pésimo,Negativo,1
mi opinión es que el producto fue muy bueno,Positivo,0
en general la aplicación fue sin problemas,Positivo,0
el producto estuvo bkn,Positivo,0
mi experiencia con el trámite fue me dejó molesto,Negativo,1
el servicio estuvo charcha,Negativo,1
la verdad el sistema fue seco,Positivo,0
la compra estuvo bkn,Positivo,0
en general la compra fue joya,Positivo,0
la verdad el servicio fue muy conforme,Positivo,0
mi experiencia con el trámite fue no cumple,Negativo,1
el proceso fue rápido y eficiente,Positivo,0
en general el servicio fue lento,Negativo,1
el proceso estuvo todo bien,Positivo,0
la compra fue penca,Negativo,1
en general el producto fue muy mala experiencia,Negativo,1
la experiencia fue pulento,Positivo,0
el servicio estuvo malísimo,Negativo,1
en general el servicio fue penca,Negativo,1
el trámite fue ineficiente,Negativo,1
mi experiencia con la aplicación fue charcha,Negativo,1
en general la experiencia fue mal atendido,Negativo,1
la plataforma fue nefasto,Negativo,1
mi opinión es que la aplicación fue joya,Positivo,0
mi opinión es que el producto fue impecable,Positivo,0
en general el trámite fue fome,Negativo,1
mi experiencia con la compra fue no recomendable,Negativo,1
en general la compra fue decepcionante,Negativo,1
la verdad el producto fue muy conforme,Positivo,0
la verdad el servicio fue rápido y eficiente,Positivo,0
en general el proceso fue muy malo,Negativo,1
lamentablemente la compra fue penca,Negativo,1
en general el servicio fue de pana,Positivo,0
en general el trámite fue muy mala experiencia,Negativo,1
en general el servicio fue mal atendido,Negativo,1
mi experiencia con la compra fue pura pérdida de tiempo,Negativo,1
el producto fue bkn,Positivo,0
la atención estuvo todo bien,Positivo,0
en general la plataforma fue pura pérdida de tiempo,Negativo,1
en general el proceso fue recomendable,Positivo,0
la plataforma fue super bueno,Positivo,0
lamentablemente el sistema fue charcha,Negativo,1
la plataforma estuvo muy bueno,Positivo,0
la compra estuvo penca,Negativo,1
en general el proceso fue me dejó molesto,Negativo,1
la experiencia fue notable,Positivo,0
mi opinión es que la atención fue muy conforme,Positivo,0
mi experiencia con la compra fue pésimo,Negativo,1
el producto fue desastroso,Negativo,1
lamentablemente el proceso fue no cumple,Negativo,1
la aplicación estuvo perfecto,Positivo,0
en general la plataforma fue lento,Negativo,1
en general el proceso fue la raja,Positivo,0
lamentablemente el trámite fue penca,Negativo,1
en general la compra fue muy bueno,Positivo,0
la atención estuvo recomendable,Positivo,0
el proceso estuvo sin problemas,Positivo,0
la aplicación fue rápido y eficiente,Positivo,0
el proceso estuvo impresentable,Negativo,1
la verdad el producto fue me dejó contento,Positivo,0
mi experiencia con el proceso fue penca,Negativo,1
en general la experiencia fue no cumple,Negativo,1
en general la experiencia fue joya,Positivo,0
mi experiencia con la experiencia fue penca,Negativo,1
la atención estuvo bien logrado,Positivo,0
mi opinión es que el proceso fue todo bien,Positivo,0
el sistema estuvo perfecto,Positivo,0
el producto estuvo seco,Positivo,0
mi experiencia con el servicio fue ineficiente,Negativo,1
lamentablemente el producto fue muy malo,Negativo,1
mi experiencia con la compra fue muy malo,Negativo,1
el sistema fue sin problemas,Positivo,0
el producto fue me dejó molesto,Negativo,1
en general el trámite fue callampa,Negativo,1
mi experiencia con el proceso fue pura pérdida de tiempo,Negativo,1
mi experiencia con la experiencia fue ineficiente,Negativo,1
mi opinión es que la plataforma fue excelente,Positivo,0
en general el proceso fue impecable,Positivo,0
el trámite fue me dejó contento,Positivo,0
en general el producto fue perfecto,Positivo,0
la plataforma fue una lata,Negativo,1
la experiencia fue una lata,Negativo,1
en general la atención fue bien logrado,Positivo,0
en general el producto fue mal atendido,Negativo,1
la compra fue no cumple,Negativo,1
mi experiencia con el producto fue fome,Negativo,1
la experiencia estuvo lento,Negativo,1
mi opinión es que la compra fue super bueno,Positivo,0
el servicio fue excelente,Positivo,0
en general la compra fue ineficiente,Negativo,1
en general la aplicación fue funciona mal,Negativo,1
mi opinión es que la experiencia fue genial,Positivo,0
mi opinión es que el proceso fue de pana,Positivo,0
la verdad el sistema fue sin problemas,Positivo,0
mi experiencia con el trámite fue muy malo,Negativo,1
en general la experiencia fue bkn,Positivo,0
mi experiencia con el trámite fue ineficiente,Negativo,1
el proceso estuvo mal ejecutado,Negativo,1
la compra estuvo impecable,Positivo,0
mi experiencia con el trámite fue pura pérdida de tiempo,Negativo,1
lamentablemente la aplicación fue desastroso,Negativo,1
el producto estuvo muy bueno,Positivo,0
la compra estuvo todo bien,Positivo,0
el trámite estuvo deficiente,Negativo,1
la verdad el producto fue filete,Positivo,0
el producto fue impecable,Positivo,0
mi opinión es que el sistema fue de pana,Positivo,0
el servicio fue de pana,Positivo,0
lamentablemente el producto fue callampa,Negativo,1
el trámite estuvo impresentable,Negativo,1
el proceso estuvo pulento,Positivo,0
la plataforma estuvo vale la pena,Positivo,0
el sistema fue fome,Negativo,1
en general la plataforma fue me dejó molesto,Negativo,1
mi experiencia con el servicio fue callampa,Negativo,1
lamentablemente la aplicación fue mal ejecutado,Negativo,1
mi experiencia con el producto fue mal ejecutado,Negativo,1
lamentablemente la compra fue nefasto,Negativo,1
lamentablemente la atención fue deficiente,Negativo,1
el producto estuvo nefasto,Negativo,1
lamentablemente el trámite fue charcha,Negativo,1
mi opinión es que la experiencia fue super bueno,Positivo,0
el sistema estuvo notable,Positivo,0
mi experiencia con la atención fue desastroso,Negativo,1
en general la aplicación fue seco,Positivo,0
la plataforma fue notable,Positivo,0
en general la compra fue no cumple,Negativo,1
la aplicación estuvo me dejó contento,Positivo,0
el sistema fue perfecto,Positivo,0
en general la experiencia fue todo bien,Positivo,0
el servicio estuvo super bueno,Positivo,0
el proceso fue sin problemas,Positivo,0
el trámite estuvo me dejó molesto,Negativo,1
el servicio fue malísimo,Negativo,1
la aplicación estuvo pésimo,Negativo,1
la experiencia estuvo la raja,Positivo,0
lamentablemente la atención fue nefasto,Negativo,1
la verdad la plataforma fue vale la pena,Positivo,0
la atención estuvo deficiente,Negativo,1
el sistema fue callampa,Negativo,1
lamentablemente el proceso fue ineficiente,Negativo,1
mi experiencia con la atención fue penca,Negativo,1
mi opinión es que la aplicación fue bacán,Positivo,0
en general el sistema fue recomendable,Positivo,0
en general la experiencia fue perfecto,Positivo,0
mi experiencia con la plataforma fue callampa,Negativo,1
mi experiencia con el trámite fue impresentable,Negativo,1
la verdad la experiencia fue bien logrado,Positivo,0
mi opinión es que la aplicación fue sin problemas,Positivo,0
el sistema fue no cumple,Negativo,1
la experiencia fue impecable,Positivo,0
mi experiencia con el producto fue una lata,Negativo,1
el servicio estuvo no recomendable,Negativo,1
en general el trámite fue charcha,Negativo,1
la aplicación fue la raja,Positivo,0
mi opinión es que la compra fue sin problemas,Positivo,0
en general la aplicación fue pura pérdida de tiempo,Negativo,1
la aplicación fue me dejó molesto,Negativo,1
la verdad el proceso fue bacán,Positivo,0
la experiencia fue recomendable,Positivo,0
en general el trámite fue no recomendable,Negativo,1
la verdad el producto fue rápido y eficiente,Positivo,0
la verdad la compra fue seco,Positivo,0
el sistema estuvo todo bien,Positivo,0
la atención fue impecable,Positivo,0
la compra fue joya,Positivo,0
lamentablemente la aplicación fue malísimo,Negativo,1
mi experiencia con el servicio fue desastroso,Negativo,1
en general el servicio fue seco,Positivo,0
mi opinión es que la compra fue bien logrado,Positivo,0
la verdad el servicio fue vale la pena,Positivo,0
el producto estuvo pura pérdida de tiempo,Negativo,1
mi experiencia con el proceso fue horrible,Negativo,1
mi opinión es que el servicio fue seco,Positivo,0
el proceso estuvo horrible,Negativo,1
en general el trámite fue penca,Negativo,1
el sistema estuvo malísimo,Negativo,1
la plataforma fue mal ejecutado,Negativo,1
mi experiencia con la atención fue muy mala experiencia,Negativo,1
mi opinión es que la plataforma fue bkn,Positivo,0
la plataforma estuvo mal ejecutado,Negativo,1
mi opinión es que el sistema fue rápido y eficiente,Positivo,0
la experiencia fue deficiente,Negativo,1
en general la compra fue filete,Positivo,0
el trámite fue de pana,Positivo,0
mi opinión es que la atención fue de pana,Positivo,0
lamentablemente el producto fue pésimo,Negativo,1
el proceso estuvo joya,Positivo,0
el servicio estuvo muy bueno,Positivo,0
mi opinión es que el trámite fue bien logrado,Positivo,0
en general la experiencia fue horrible,Negativo,1
el proceso fue deficiente,Negativo,1
la verdad la aplicación fue genial,Positivo,0
mi experiencia con la compra fue decepcionante,Negativo,1
la compra estuvo horrible,Negativo,1
la verdad el servicio fue impecable,Positivo,0
la experiencia estuvo desastroso,Negativo,1
el sistema fue bkn,Positivo,0
en general el trámite fue bacán,Positivo,0
en general la atención fue fome,Negativo,1
la atención estuvo desastroso,Negativo,1
la atención estuvo callampa,Negativo,1
en general la aplicación fue muy mala experiencia,Negativo,1
mi experiencia con la aplicación fue una lata,Negativo,1
el trámite estuvo pulento,Positivo,0
mi experiencia con la aplicación fue nefasto,Negativo,1
en general la compra fue me dejó molesto,Negativo,1
la verdad el proceso fue recomendable,Positivo,0
mi opinión es que el proceso fue muy bueno,Positivo,0
mi experiencia con la plataforma fue malísimo,Negativo,1
mi experiencia con el sistema fue no recomendable,Negativo,1
el sistema fue pura pérdida de tiempo,Negativo,1
el proceso fue recomendable,Positivo,0
la verdad la compra fue sin problemas,Positivo,0
el producto estuvo horrible,Negativo,1
la verdad el producto fue pulento,Positivo,0
mi opinión es que el sistema fue muy conforme,Positivo,0
la verdad la compra fue perfecto,Positivo,0
mi opinión es que la plataforma fue rápido y eficiente,Positivo,0
el producto estuvo notable,Positivo,0
en general la experiencia fue genial,Positivo,0
el sistema estuvo no cumple,Negativo,1
en general la atención fue no recomendable,Negativo,1
la experiencia estuvo no cumple,Negativo,1
en general el servicio fue bacán,Positivo,0
el sistema estuvo rápido y eficiente,Positivo,0
el sistema fue horrible,Negativo,1
mi opinión es que la experiencia fue sin problemas,Positivo,0
la aplicación fue me dejó contento,Positivo,0
la compra fue impecable,Positivo,0
la experiencia fue filete,Positivo,0
el producto estuvo bacán,Positivo,0
la experiencia estuvo pulento,Positivo,0
la plataforma estuvo perfecto,Positivo,0
mi experiencia con la experiencia fue pura pérdida de tiempo,Negativo,1
mi opinión es que la atención fue cumple totalmente,Positivo,0
el producto estuvo pésimo,Negativo,1
el producto estuvo todo bien,Positivo,0
la verdad el proceso fue impecable,Positivo,0
el proceso fue perfecto,Positivo,0
el servicio fue deficiente,Negativo,1
el proceso fue genial,Positivo,0
lamentablemente la aplicación fue fome,Negativo,1
la experiencia fue bacán,Positivo,0
la verdad el producto fue seco,Positivo,0
el proceso estuvo deficiente,Negativo,1
el trámite fue impresentable,Negativo,1
la experiencia fue muy bueno,Positivo,0
la verdad la compra fue filete,Positivo,0
lamentablemente el proceso fue desastroso,Negativo,1
el servicio fue filete,Positivo,0
la plataforma estuvo bien logrado,Positivo,0
la compra fue no recomendable,Negativo,1
la compra estuvo me dejó contento,Positivo,0
en general el trámite fue no cumple,Negativo,1
mi experiencia con la plataforma fue mal atendido,Negativo,1
la verdad la experiencia fue funcionó perfecto,Positivo,0
en general la experiencia fue pura pérdida de tiempo,Negativo,1
en general la atención fue notable,Positivo,0
la compra fue funcionó perfecto,Positivo,0
lamentablemente la atención fue charcha,Negativo,1
en general el trámite fue pura pérdida de tiempo,Negativo,1
el trámite fue decepcionante,Negativo,1
en general la atención fue muy bueno,Positivo,0
mi opinión es que el sistema fue cumple totalmente,Positivo,0
la aplicación estuvo vale la pena,Positivo,0
mi opinión es que el sistema fue funcionó perfecto,Positivo,0
la compra fue frustrante,Negativo,1
mi opinión es que la compra fue cumple totalmente,Positivo,0
mi experiencia con el trámite fue una lata,Negativo,1
la experiencia estuvo vale la pena,Positivo,0
mi experiencia con el servicio fue nefasto,Negativo,1
la verdad el sistema fue super bueno,Positivo,0
la plataforma estuvo todo bien,Positivo,0
lamentablemente el sistema fue mal ejecutado,Negativo,1
en general la plataforma fue muy bueno,Positivo,0
el producto fue deficiente,Negativo,1
la atención estuvo la raja,Positivo,0
la verdad la plataforma fue bacán,Positivo,0
mi opinión es que la experiencia fue muy conforme,Positivo,0
la atención fue me dejó molesto,Negativo,1
la compra estuvo funciona mal,Negativo,1
mi opinión es que la aplicación fue me dejó contento,Positivo,0
el servicio fue funciona mal,Negativo,1
el sistema estuvo deficiente,Negativo,1
la plataforma fue sin problemas,Positivo,0
mi opinión es que la aplicación fue seco,Positivo,0
mi experiencia con el servicio fue lento,Negativo,1
en general el sistema fue malísimo,Negativo,1
mi experiencia con la aplicación fue desastroso,Negativo,1
en general la aplicación fue funcionó perfecto,Positivo,0
el producto fue super bueno,Positivo,0
en general el servicio fue me dejó molesto,Negativo,1
el proceso estuvo mal atendido,Negativo,1
la compra fue malísimo,Negativo,1
mi opinión es que la aplicación fue todo bien,Positivo,0
la atención estuvo charcha,Negativo,1
en general la plataforma fue muy mala experiencia,Negativo,1
la atención estuvo decepcionante,Negativo,1
el trámite estuvo mal ejecutado,Negativo,1
en general el sistema fue me dejó molesto,Negativo,1
el proceso fue excelente,Positivo,0
mi experiencia con el trámite fue mal atendido,Negativo,1
el trámite estuvo recomendable,Positivo,0
en general la aplicación fue recomendable,Positivo,0
mi opinión es que la experiencia fue pulento,Positivo,0
el producto estuvo decepcionante,Negativo,1
el trámite fue cumple totalmente,Positivo,0
el servicio estuvo todo bien,Positivo,0
mi experiencia con la experiencia fue funciona mal,Negativo,1
en general el servicio fue me dejó contento,Positivo,0
mi experiencia con el proceso fue funciona mal,Negativo,1
mi experiencia con la atención fue me dejó molesto,Negativo,1
el servicio estuvo funciona mal,Negativo,1
en general el proceso fue bien logrado,Positivo,0
mi experiencia con el servicio fue pura pérdida de tiempo,Negativo,1
lamentablemente la compra fue desastroso,Negativo,1
lamentablemente la aplicación fue muy mala experiencia,Negativo,1
en general la atención fue muy mala experiencia,Negativo,1
en general la plataforma fue sin problemas,Positivo,0
en general el servicio fue perfecto,Positivo,0
el sistema fue muy malo,Negativo,1
mi experiencia con el proceso fue pésimo,Negativo,1
el producto estuvo me dejó contento,Positivo,0
el producto fue horrible,Negativo,1
en general la atención fue horrible,Negativo,1
el proceso estuvo excelente,Positivo,0
lamentablemente el trámite fue malísimo,Negativo,1
la atención estuvo no recomendable,Negativo,1
el producto fue de pana,Positivo,0
en general el trámite fue bkn,Positivo,0
lamentablemente el servicio fue funciona mal,Negativo,1
la experiencia fue muy mala experiencia,Negativo,1
la experiencia estuvo funciona mal,Negativo,1
la compra fue mal atendido,Negativo,1
la verdad la plataforma fue cumple totalmente,Positivo,0
el trámite estuvo notable,Positivo,0
mi experiencia con la aplicación fue lento,Negativo,1
lamentablemente el servicio fue no recomendable,Negativo,1
la plataforma estuvo malísimo,Negativo,1
la experiencia estuvo penca,Negativo,1
la verdad la atención fue pulento,Positivo,0
el trámite estuvo funciona mal,Negativo,1
la atención estuvo ineficiente,Negativo,1
en general la plataforma fue recomendable,Positivo,0
la verdad el trámite fue recomendable,Positivo,0
el sistema estuvo penca,Negativo,1
mi experiencia con el producto fue pésimo,Negativo,1
en general el producto fue nefasto,Negativo,1
la plataforma estuvo rápido y eficiente,Positivo,0
la compra estuvo nefasto,Negativo,1
la compra estuvo excelente,Positivo,0
la compra fue de pana,Positivo,0
mi opinión es que el producto fue rápido y eficiente,Positivo,0
mi experiencia con el proceso fue callampa,Negativo,1
mi experiencia con el sistema fue horrible,Negativo,1
la verdad el proceso fue todo bien,Positivo,0
en general la atención fue genial,Positivo,0
la plataforma fue me dejó contento,Positivo,0
mi experiencia con la experiencia fue decepcionante,Negativo,1
el servicio estuvo joya,Positivo,0
en general el servicio fue mal ejecutado,Negativo,1
mi experiencia con la experiencia fue malísimo,Negativo,1
en general la compra fue vale la pena,Positivo,0
el proceso estuvo impecable,Positivo,0
la aplicación fue genial,Positivo,0
la experiencia estuvo muy mala experiencia,Negativo,1
el servicio fue penca,Negativo,1
lamentablemente la plataforma fue charcha,Negativo,1
el servicio estuvo genial,Positivo,0
mi opinión es que el proceso fue cumple totalmente,Positivo,0
el producto estuvo fome,Negativo,1
en general la compra fue no recomendable,Negativo,1
la atención fue fome,Negativo,1
lamentablemente la plataforma fue desastroso,Negativo,1
mi opinión es que el sistema fue me dejó contento,Positivo,0
en general el proceso fue bkn,Positivo,0
lamentablemente el trámite fue fome,Negativo,1
el producto estuvo recomendable,Positivo,0
lamentablemente el servicio fue no cumple,Negativo,1
lamentablemente la plataforma fue no recomendable,Negativo,1
la verdad el producto fue cumple totalmente,Positivo,0
la plataforma fue no cumple,Negativo,1
la atención estuvo funcionó perfecto,Positivo,0
el sistema estuvo impecable,Positivo,0
el sistema fue pulento,Positivo,0
la aplicación estuvo desastroso,Negativo,1
en general el proceso fue me dejó contento,Positivo,0
la verdad el proceso fue la raja,Positivo,0
la plataforma fue bien logrado,Positivo,0
lamentablemente la plataforma fue una lata,Negativo,1
mi experiencia con la compra fue impresentable,Negativo,1
la verdad el servicio fue notable,Positivo,0
la plataforma estuvo bkn,Positivo,0
el proceso estuvo notable,Positivo,0
en general el producto fue callampa,Negativo,1
en general el sistema fue super bueno,Positivo,0
la compra estuvo muy malo,Negativo,1
mi opinión es que la compra fue muy bueno,Positivo,0
la aplicación fue decepcionante,Negativo,1
mi opinión es que el proceso fue vale la pena,Positivo,0
mi opinión es que la compra fue joya,Positivo,0
la plataforma estuvo frustrante,Negativo,1
mi experiencia con el proceso fue malísimo,Negativo,1
mi experiencia con el trámite fue charcha,Negativo,1
lamentablemente la atención fue desastroso,Negativo,1
la plataforma fue muy mala experiencia,Negativo,1
la plataforma estuvo deficiente,Negativo,1
la plataforma estuvo muy conforme,Positivo,0
en general la aplicación fue pulento,Positivo,0
la plataforma fue vale la pena,Positivo,0
en general el sistema fue decepcionante,Negativo,1
lamentablemente el producto fue nefasto,Negativo,1
la verdad el sistema fue la raja,Positivo,0
el servicio estuvo muy conforme,Positivo,0
la compra fue mal ejecutado,Negativo,1
mi opinión es que la compra fue seco,Positivo,0
la aplicación estuvo muy malo,Negativo,1
lamentablemente el sistema fue no recomendable,Negativo,1
la atención fue joya,Positivo,0
mi opinión es que el trámite fue pulento,Positivo,0
mi opinión es que la experiencia fue rápido y eficiente,Positivo,0
el servicio estuvo bkn,Positivo,0
la verdad la compra fue recomendable,Positivo,0
en general la experiencia fue mal ejecutado,Negativo,1
mi opinión es que la plataforma fue me dejó contento,Positivo,0
mi opinión es que la compra fue de pana,Positivo,0
la verdad el producto fue super bueno,Positivo,0
la atención estuvo notable,Positivo,0
mi opinión es que la atención fue seco,Positivo,0
el producto estuvo rápido y eficiente,Positivo,0
el producto fue cumple totalmente,Positivo,0
la plataforma estuvo horrible,Negativo,1
la verdad el proceso fue filete,Positivo,0
lamentablemente el producto fue frustrante,Negativo,1
la aplicación estuvo funcionó perfecto,Positivo,0
el proceso fue penca,Negativo,1
la atención fue no cumple,Negativo,1
lamentablemente la atención fue funciona mal,Negativo,1
mi experiencia con el producto fue nefasto,Negativo,1
el sistema fue frustrante,Negativo,1
en general el trámite fue decepcionante,Negativo,1
en general el sistema fue mal atendido,Negativo,1
lamentablemente el producto fue me dejó molesto,Negativo,1
lamentablemente el sistema fue horrible,Negativo,1
