Frase,Sentimiento,Etiqueta
el proceso estuvo todo salió bien,Positivo,0
la aplicación fue nada recomendable,Negativo,1
la verdad la plataforma fue me dejó satisfecho,Positivo,0
el servicio estuvo de lo mejor,Positivo,0
mi experiencia con el proceso fue me dejó inconforme,Negativo,1
lamentablemente el trámite fue frustrante,Negativo,1
el producto fue cumple totalmente,Positivo,0
mi experiencia con la atención fue decepcionante,Negativo,1
en general la aplicación fue flojo,Negativo,1
la verdad la atención fue muy buena atención,Positivo,0
mi experiencia con la experiencia fue funciona mal,Negativo,1
lamentablemente el servicio fue me sacó la piedra,Negativo,1
lamentablemente el trámite fue muy deficiente,Negativo,1
lamentablemente el trámite fue horrible,Negativo,1
lamentablemente la compra fue horrible,Negativo,1
la aplicación fue decepcionante,Negativo,1
mi experiencia con el sistema fue quedé feliz,Positivo,0
el sistema fue muy deficiente,Negativo,1
mi experiencia con el trámite fue no sirve,Negativo,1
el producto estuvo me fue mal,Negativo,1
mi experiencia con la aplicación fue me decepcionó,Negativo,1
el producto estuvo todo salió bien,Positivo,0
mi experiencia con la compra fue fue un caos,Negativo,1
la experiencia fue malísimo,Negativo,1
la aplicación estuvo muy mal hecho,Negativo,1
en general la experiencia fue me dejó aburrido,Negativo,1
la verdad el producto fue bacano,Positivo,0
la atención estuvo bacano,Positivo,0
en general la aplicación fue excelente,Positivo,0
en general la experiencia fue todo perfecto,Positivo,0
la verdad el trámite fue me gustó mucho,Positivo,0
en general la aplicación fue todo salió perfecto,Positivo,0
lamentablemente la aplicación fue me dejó inconforme,Negativo,1
la aplicación estuvo me decepcionó,Negativo,1
el sistema estuvo muy bien logrado,Positivo,0
el trámite fue pésimo,Negativo,1
la verdad la atención fue super bacano,Positivo,0
lamentablemente el trámite fue fue un caos,Negativo,1
el producto fue frustrante,Negativo,1
el sistema estuvo fatal,Negativo,1
la compra fue muy buena experiencia,Positivo,0
en general la atención fue bacano,Positivo,0
mi experiencia con el sistema fue rápido y eficiente,Positivo,0
en general el trámite fue muy bueno,Positivo,0
el sistema estuvo una porquería,Negativo,1
el producto fue mal atendido,Negativo,1
la experiencia fue una nota,Positivo,0
mi experiencia con la aplicación fue genial,Positivo,0
la verdad el producto fue todo perfecto,Positivo,0
mi experiencia con la experiencia fue no sirve,Negativo,1
mi experiencia con el sistema fue funciona perfecto,Positivo,0
en general la compra fue mal atendido,Negativo,1
el proceso estuvo funciona mal,Negativo,1
el trámite estuvo me dejó contento,Positivo,0
mi experiencia con la aplicación fue muy cumplido,Positivo,0
lamentablemente la plataforma fue mala experiencia,Negativo,1
el servicio estuvo me dejó satisfecho,Positivo,0
lamentablemente el servicio fue mal atendido,Negativo,1
el producto fue me dejó satisfecho,Positivo,0
mi experiencia con el trámite fue no lo recomiendo,Negativo,1
la atención estuvo me decepcionó,Negativo,1
mi experiencia con el producto fue me gustó mucho,Positivo,0
la experiencia estuvo me dejó contento,Positivo,0
en general la plataforma fue me pareció genial,Positivo,0
en general el servicio fue muy lento,Negativo,1
en general la compra fue un desastre,Negativo,1
en general el sistema fue todo salió bien,Positivo,0
lamentablemente el sistema fue muy mal hecho,Negativo,1
en general el trámite fue nada recomendable,Negativo,1
en general el trámite fue de primera,Positivo,0
la atención fue una nota,Positivo,0
en general el producto fue muy bueno,Positivo,0
la aplicación estuvo no sirve,Negativo,1
la experiencia estuvo terrible,Negativo,1
lamentablemente la plataforma fue no valió la pena,Negativo,1
la experiencia fue fatal,Negativo,1
la verdad la plataforma fue me fue muy bien,Positivo,0
el producto fue de lo mejor,Positivo,0
el producto estuvo terrible,Negativo,1
el trámite fue no valió la pena,Negativo,1
la experiencia fue muy mal hecho,Negativo,1
mi experiencia con la compra fue muy mal hecho,Negativo,1
mi experiencia con el sistema fue vale la pena,Positivo,0
el producto estuvo quedé feliz,Positivo,0
en general la aplicación fue recomendadísimo,Positivo,0
en general la experiencia fue me fue mal,Negativo,1
en general el servicio fue funciona de maravilla,Positivo,0
la plataforma estuvo me gustó mucho,Positivo,0
la verdad el proceso fue me dejó satisfecho,Positivo,0
la verdad la plataforma fue me gustó mucho,Positivo,0
la verdad la compra fue muy bueno,Positivo,0
mi experiencia con la plataforma fue me pareció genial,Positivo,0
en general el producto fue una nota,Positivo,0
en general el sistema fue muy malo,Negativo,1
el trámite estuvo muy regular,Negativo,1
la aplicación fue me dejó inconforme,Negativo,1
la verdad el producto fue vale la pena,Positivo,0
la experiencia estuvo no lo recomiendo,Negativo,1
el proceso estuvo no lo recomiendo,Negativo,1
la plataforma fue de primera,Positivo,0
el producto estuvo muy malo,Negativo,1
el producto estuvo cumple totalmente,Positivo,0
el servicio estuvo me dejó aburrido,Negativo,1
la aplicación fue mal atendido,Negativo,1
el proceso estuvo muy recomendado,Positivo,0
lamentablemente la plataforma fue muy mala atención,Negativo,1
el sistema estuvo rápido y eficiente,Positivo,0
mi experiencia con la plataforma fue pésimo,Negativo,1
el producto estuvo rápido y eficiente,Positivo,0
lamentablemente la atención fue fatal,Negativo,1
la verdad el proceso fue muy bien hecho,Positivo,0
la plataforma estuvo una chimba,Positivo,0
la verdad el servicio fue todo perfecto,Positivo,0
la verdad el servicio fue me encantó,Positivo,0
lamentablemente la aplicación fue mala experiencia,Negativo,1
en general el proceso fue un desastre,Negativo,1
la aplicación fue me fue mal,Negativo,1
mi experiencia con la compra fue nada recomendable,Negativo,1
la atención estuvo una pérdida de tiempo,Negativo,1
mi experiencia con el trámite fue funciona terrible,Negativo,1
mi experiencia con el trámite fue super bacano,Positivo,0
la plataforma fue mal atendido,Negativo,1
la atención fue horrible,Negativo,1
en general el producto fue decepcionante,Negativo,1
la aplicación fue me sorprendió,Positivo,0
mi experiencia con la aplicación fue una maravilla,Positivo,0
la plataforma estuvo todo salió excelente,Positivo,0
en general el producto fue me encantó,Positivo,0
la atención estuvo horrible,Negativo,1
mi experiencia con el trámite fue muy malo,Negativo,1
el trámite estuvo de primera,Positivo,0
en general la plataforma fue recomendadísimo,Positivo,0
la experiencia fue terrible,Negativo,1
en general la experiencia fue me decepcionó,Negativo,1
la verdad la plataforma fue todo perfecto,Positivo,0
en general el sistema fue pésimo,Negativo,1
en general el proceso fue recomendadísimo,Positivo,0
el proceso estuvo muy deficiente,Negativo,1
el proceso fue pésimo,Negativo,1
en general la plataforma fue frustrante,Negativo,1
la compra fue mal atendido,Negativo,1
la aplicación fue mala experiencia,Negativo,1
mi experiencia con la atención fue me sorprendió,Positivo,0
mi experiencia con el proceso fue muy desordenado,Negativo,1
en general el proceso fue muy buena atención,Positivo,0
la aplicación estuvo pésimo,Negativo,1
mi experiencia con el sistema fue no cumplió,Negativo,1
la verdad la aplicación fue de primera,Positivo,0
mi experiencia con el sistema fue muy satisfecho,Positivo,0
mi experiencia con la plataforma fue me sacó la piedra,Negativo,1
en general el servicio fue muy mala atención,Negativo,1
mi experiencia con la plataforma fue muy deficiente,Negativo,1
en general la aplicación fue no sirve,Negativo,1
mi experiencia con la compra fue me sorprendió,Positivo,0
el producto fue horrible,Negativo,1
el sistema estuvo super bacano,Positivo,0
en general la plataforma fue funciona de maravilla,Positivo,0
mi experiencia con el trámite fue frustrante,Negativo,1
en general el trámite fue me sorprendió,Positivo,0
en general la plataforma fue me decepcionó,Negativo,1
mi experiencia con el proceso fue me sorprendió,Positivo,0
la atención estuvo experiencia horrible,Negativo,1
mi experiencia con la compra fue una pérdida de tiempo,Negativo,1
en general la aplicación fue todo salió bien,Positivo,0
mi experiencia con la atención fue fue un caos,Negativo,1
mi experiencia con la experiencia fue experiencia horrible,Negativo,1
la plataforma fue terrible,Negativo,1
lamentablemente el proceso fue muy mala atención,Negativo,1
la verdad el servicio fue quedé feliz,Positivo,0
en general la plataforma fue pésimo,Negativo,1
en general el sistema fue una porquería,Negativo,1
el trámite fue un desastre,Negativo,1
la verdad la atención fue me dejó satisfecho,Positivo,0
mi experiencia con el servicio fue rápido y eficiente,Positivo,0
el sistema fue super bacano,Positivo,0
la verdad el proceso fue muy recomendado,Positivo,0
la verdad el trámite fue genial,Positivo,0
la compra estuvo muy bueno,Positivo,0
mi experiencia con el proceso fue muy regular,Negativo,1
en general el producto fue me dejó inconforme,Negativo,1
el sistema fue de primera,Positivo,0
en general el sistema fue me fue muy bien,Positivo,0
mi experiencia con la aplicación fue super bacano,Positivo,0
lamentablemente el producto fue nada recomendable,Negativo,1
lamentablemente el proceso fue experiencia horrible,Negativo,1
la compra estuvo muy desordenado,Negativo,1
en general el sistema fue funciona perfecto,Positivo,0
mi experiencia con el sistema fue funciona de maravilla,Positivo,0
la aplicación estuvo horrible,Negativo,1
la atención fue me encantó,Positivo,0
mi experiencia con el sistema fue flojo,Negativo,1
en general el producto fue rápido y eficiente,Positivo,0
la compra fue muy mala atención,Negativo,1
en general la aplicación fue todo salió excelente,Positivo,0
el trámite estuvo super bacano,Positivo,0
el servicio estuvo rápido y eficiente,Positivo,0
en general la atención fue excelente,Positivo,0
la atención estuvo muy incumplido,Negativo,1
lamentablemente la atención fue muy regular,Negativo,1
lamentablemente el producto fue flojo,Negativo,1
la compra estuvo me fue mal,Negativo,1
la verdad la experiencia fue muy bien logrado,Positivo,0
mi experiencia con la compra fue muy bien logrado,Positivo,0
lamentablemente el trámite fue muy desordenado,Negativo,1
la experiencia fue muy regular,Negativo,1
la atención estuvo todo salió bien,Positivo,0
el producto fue excelente,Positivo,0
lamentablemente la experiencia fue no sirve,Negativo,1
en general la atención fue no sirve,Negativo,1
mi experiencia con el trámite fue quedé feliz,Positivo,0
la verdad la aplicación fue me pareció genial,Positivo,0
mi experiencia con el sistema fue pésimo,Negativo,1
el trámite fue muy mala atención,Negativo,1
mi experiencia con la plataforma fue recomendadísimo,Positivo,0
lamentablemente la plataforma fue terrible,Negativo,1
mi experiencia con la aplicación fue muy regular,Negativo,1
mi experiencia con el servicio fue de primera,Positivo,0
mi experiencia con el sistema fue de lo mejor,Positivo,0
el proceso fue muy recomendado,Positivo,0
mi experiencia con la aplicación fue no sirve,Negativo,1
la compra estuvo muy regular,Negativo,1
la experiencia estuvo funciona perfecto,Positivo,0
la experiencia estuvo cumple totalmente,Positivo,0
el producto fue mala experiencia,Negativo,1
la atención estuvo muy desordenado,Negativo,1
el proceso fue muy bueno,Positivo,0
la verdad la atención fue de lo mejor,Positivo,0
lamentablemente el trámite fue no cumplió,Negativo,1
el producto fue vale la pena,Positivo,0
la verdad la atención fue muy cumplido,Positivo,0
el producto estuvo muy bien hecho,Positivo,0
la verdad la atención fue rápido y eficiente,Positivo,0
en general el proceso fue muy bien hecho,Positivo,0
en general el trámite fue funciona mal,Negativo,1
el proceso estuvo frustrante,Negativo,1
en general el servicio fue excelente,Positivo,0
el servicio estuvo super bacano,Positivo,0
en general la experiencia fue me sacó la piedra,Negativo,1
mi experiencia con el servicio fue nada recomendable,Negativo,1
la verdad el proceso fue bacano,Positivo,0
el producto fue muy mal hecho,Negativo,1
el proceso fue fue un caos,Negativo,1
en general la aplicación fue rápido y eficiente,Positivo,0
en general la experiencia fue me dejó contento,Positivo,0
mi experiencia con la atención fue me fue mal,Negativo,1
el sistema estuvo todo salió excelente,Positivo,0
mi experiencia con la atención fue muy deficiente,Negativo,1
mi experiencia con el trámite fue todo salió bien,Positivo,0
en general la aplicación fue una pérdida de tiempo,Negativo,1
la aplicación estuvo funciona perfecto,Positivo,0
la aplicación fue me fue muy bien,Positivo,0
la verdad la aplicación fue una chimba,Positivo,0
el sistema estuvo no cumplió,Negativo,1
mi experiencia con el proceso fue de lo mejor,Positivo,0
el producto fue todo salió excelente,Positivo,0
la verdad el proceso fue de lo mejor,Positivo,0
la experiencia estuvo excelente,Positivo,0
el servicio fue muy cumplido,Positivo,0
el producto fue experiencia horrible,Negativo,1
mi experiencia con la compra fue muy desordenado,Negativo,1
el trámite estuvo muy buena experiencia,Positivo,0
en general el proceso fue frustrante,Negativo,1
la experiencia estuvo genial,Positivo,0
lamentablemente la experiencia fue horrible,Negativo,1
el sistema estuvo muy mala atención,Negativo,1
mi experiencia con el servicio fue funciona perfecto,Positivo,0
mi experiencia con el trámite fue me fue mal,Negativo,1
en general el servicio fue una nota,Positivo,0
en general la aplicación fue muy desordenado,Negativo,1
lamentablemente el proceso fue no valió la pena,Negativo,1
el trámite fue funciona perfecto,Positivo,0
la plataforma fue me decepcionó,Negativo,1
el producto fue todo salió perfecto,Positivo,0
mi experiencia con el proceso fue muy mala atención,Negativo,1
el sistema fue bacano,Positivo,0
la experiencia fue todo perfecto,Positivo,0
en general el producto fue recomendadísimo,Positivo,0
el servicio estuvo muy mal hecho,Negativo,1
la experiencia fue super bacano,Positivo,0
la verdad el servicio fue vale la pena,Positivo,0
en general el servicio fue cumple totalmente,Positivo,0
en general el proceso fue me gustó mucho,Positivo,0
la verdad la compra fue todo salió perfecto,Positivo,0
el proceso fue una porquería,Negativo,1
el producto estuvo muy recomendado,Positivo,0
en general la atención fue quedé feliz,Positivo,0
el proceso fue malísimo,Negativo,1
en general la aplicación fue muy lento,Negativo,1
lamentablemente el servicio fue fatal,Negativo,1
lamentablemente la aplicación fue fue un caos,Negativo,1
en general la aplicación fue vale la pena,Positivo,0
la experiencia fue muy bien logrado,Positivo,0
el trámite estuvo me fue muy bien,Positivo,0
en general el proceso fue muy bueno,Positivo,0
mi experiencia con el sistema fue recomendadísimo,Positivo,0
la verdad el producto fue muy bueno,Positivo,0
el trámite fue frustrante,Negativo,1
lamentablemente el trámite fue no lo recomiendo,Negativo,1
mi experiencia con la experiencia fue no lo recomiendo,Negativo,1
el servicio estuvo malísimo,Negativo,1
lamentablemente el proceso fue funciona terrible,Negativo,1
el trámite fue muy desordenado,Negativo,1
en general el proceso fue una maravilla,Positivo,0
el sistema fue no sirve,Negativo,1
el trámite fue cumple totalmente,Positivo,0
en general el proceso fue no valió la pena,Negativo,1
el sistema fue una pérdida de tiempo,Negativo,1
la compra estuvo decepcionante,Negativo,1
la compra estuvo me gustó mucho,Positivo,0
la verdad la plataforma fue funciona perfecto,Positivo,0
en general el producto fue super bacano,Positivo,0
la aplicación estuvo rápido y eficiente,Positivo,0
la atención fue mal atendido,Negativo,1
el proceso fue funciona terrible,Negativo,1
mi experiencia con el proceso fue mal atendido,Negativo,1
lamentablemente el sistema fue me dejó aburrido,Negativo,1
el proceso estuvo muy lento,Negativo,1
la verdad el trámite fue funciona perfecto,Positivo,0
en general el sistema fue muy lento,Negativo,1
el servicio fue horrible,Negativo,1
la atención estuvo me encantó,Positivo,0
la verdad el producto fue genial,Positivo,0
lamentablemente la experiencia fue mala experiencia,Negativo,1
el proceso fue nada recomendable,Negativo,1
en general la plataforma fue excelente,Positivo,0
el sistema estuvo no lo recomiendo,Negativo,1
el producto fue funciona de maravilla,Positivo,0
la plataforma estuvo frustrante,Negativo,1
la plataforma fue muy bien logrado,Positivo,0
la experiencia fue horrible,Negativo,1
en general la aplicación fue funciona perfecto,Positivo,0
el sistema fue frustrante,Negativo,1
mi experiencia con el sistema fue cumple totalmente,Positivo,0
mi experiencia con la compra fue me fue mal,Negativo,1
la verdad el trámite fue rápido y eficiente,Positivo,0
el producto estuvo una pérdida de tiempo,Negativo,1
en general la experiencia fue muy lento,Negativo,1
en general la plataforma fue muy mal hecho,Negativo,1
la aplicación estuvo muy incumplido,Negativo,1
la verdad el trámite fue una nota,Positivo,0
en general el sistema fue no valió la pena,Negativo,1
mi experiencia con el proceso fue me pareció genial,Positivo,0
en general la atención fue muy buena experiencia,Positivo,0
lamentablemente el proceso fue frustrante,Negativo,1
la experiencia estuvo todo salió perfecto,Positivo,0
en general la experiencia fue todo salió perfecto,Positivo,0
en general la atención fue funciona terrible,Negativo,1
la verdad la aplicación fue cumple totalmente,Positivo,0
en general la aplicación fue fue un caos,Negativo,1
lamentablemente el sistema fue muy lento,Negativo,1
la verdad la compra fue bacano,Positivo,0
la experiencia fue bacano,Positivo,0
la compra fue de lo mejor,Positivo,0
la aplicación fue super bacano,Positivo,0
la aplicación estuvo muy buena atención,Positivo,0
lamentablemente la plataforma fue me fue mal,Negativo,1
en general la aplicación fue muy bien hecho,Positivo,0
mi experiencia con la plataforma fue no cumplió,Negativo,1
la verdad el trámite fue me dejó contento,Positivo,0
el producto estuvo me gustó mucho,Positivo,0
el trámite estuvo muy desordenado,Negativo,1
en general la plataforma fue muy lento,Negativo,1
la aplicación fue funciona terrible,Negativo,1
lamentablemente la compra fue decepcionante,Negativo,1
la aplicación estuvo flojo,Negativo,1
mi experiencia con el producto fue nada recomendable,Negativo,1
la experiencia estuvo nada recomendable,Negativo,1
en general la atención fue nada recomendable,Negativo,1
mi experiencia con el servicio fue me fue mal,Negativo,1
la verdad el servicio fue muy buena atención,Positivo,0
lamentablemente el trámite fue me dejó aburrido,Negativo,1
la verdad el proceso fue todo salió perfecto,Positivo,0
en general la aplicación fue malísimo,Negativo,1
la verdad el trámite fue muy bien hecho,Positivo,0
la verdad el sistema fue una chimba,Positivo,0
mi experiencia con el trámite fue mal atendido,Negativo,1
en general la plataforma fue cumple totalmente,Positivo,0
la plataforma fue todo perfecto,Positivo,0
en general la experiencia fue super bacano,Positivo,0
el servicio fue no cumplió,Negativo,1
lamentablemente la experiencia fue me dejó aburrido,Negativo,1
la atención estuvo frustrante,Negativo,1
el producto estuvo una porquería,Negativo,1
el trámite fue rápido y eficiente,Positivo,0
en general el proceso fue muy mala atención,Negativo,1
mi experiencia con el servicio fue no sirve,Negativo,1
el sistema fue me dejó inconforme,Negativo,1
mi experiencia con la atención fue vale la pena,Positivo,0
en general la experiencia fue genial,Positivo,0
la aplicación estuvo muy regular,Negativo,1
en general el proceso fue funciona terrible,Negativo,1
mi experiencia con el producto fue una nota,Positivo,0
mi experiencia con la compra fue mal atendido,Negativo,1
en general el sistema fue frustrante,Negativo,1
lamentablemente el servicio fue frustrante,Negativo,1
la experiencia estuvo bacano,Positivo,0
en general la compra fue me gustó mucho,Positivo,0
en general el sistema fue todo perfecto,Positivo,0
lamentablemente el proceso fue un desastre,Negativo,1
lamentablemente la experiencia fue funciona terrible,Negativo,1
la experiencia fue me dejó satisfecho,Positivo,0
lamentablemente la compra fue me dejó inconforme,Negativo,1
lamentablemente la plataforma fue funciona terrible,Negativo,1
la verdad la experiencia fue me fue muy bien,Positivo,0
el producto fue un desastre,Negativo,1
la atención fue muy recomendado,Positivo,0
el trámite fue me gustó mucho,Positivo,0
la experiencia fue cumple totalmente,Positivo,0
el producto fue me gustó mucho,Positivo,0
en general la atención fue todo salió bien,Positivo,0
la experiencia fue genial,Positivo,0
lamentablemente la aplicación fue experiencia horrible,Negativo,1
la atención estuvo una chimba,Positivo,0
el producto fue no lo recomiendo,Negativo,1
la compra fue una maravilla,Positivo,0
en general la experiencia fue rápido y eficiente,Positivo,0
la verdad el trámite fue cumple totalmente,Positivo,0
en general la compra fue me pareció genial,Positivo,0
mi experiencia con el sistema fue me dejó satisfecho,Positivo,0
en general el proceso fue funciona de maravilla,Positivo,0
en general la experiencia fue fatal,Negativo,1
el proceso fue muy buena experiencia,Positivo,0
mi experiencia con el servicio fue experiencia horrible,Negativo,1
en general el proceso fue genial,Positivo,0
el sistema fue muy desordenado,Negativo,1
mi experiencia con el trámite fue me sorprendió,Positivo,0
en general el proceso fue muy malo,Negativo,1
la verdad la compra fue de lo mejor,Positivo,0
mi experiencia con el servicio fue me dejó aburrido,Negativo,1
mi experiencia con la plataforma fue de primera,Positivo,0
mi experiencia con la atención fue una nota,Positivo,0
la plataforma fue decepcionante,Negativo,1
la verdad la compra fue funciona perfecto,Positivo,0
el sistema estuvo una chimba,Positivo,0
mi experiencia con la experiencia fue un desastre,Negativo,1
mi experiencia con la compra fue me fue muy bien,Positivo,0
la plataforma fue muy incumplido,Negativo,1
la atención estuvo rápido y eficiente,Positivo,0
el trámite estuvo rápido y eficiente,Positivo,0
lamentablemente el servicio fue terrible,Negativo,1
mi experiencia con el servicio fue no valió la pena,Negativo,1
el servicio estuvo experiencia horrible,Negativo,1
lamentablemente la plataforma fue una porquería,Negativo,1
la verdad la compra fue muy recomendado,Positivo,0
el proceso fue fatal,Negativo,1
la atención estuvo muy malo,Negativo,1
lamentablemente el servicio fue nada recomendable,Negativo,1
mi experiencia con el servicio fue una chimba,Positivo,0
lamentablemente el sistema fue experiencia horrible,Negativo,1
la aplicación estuvo muy recomendado,Positivo,0
mi experiencia con el trámite fue me decepcionó,Negativo,1
el trámite fue malísimo,Negativo,1
en general la aplicación fue quedé feliz,Positivo,0
la verdad la compra fue vale la pena,Positivo,0
el trámite estuvo todo salió excelente,Positivo,0
en general la plataforma fue no lo recomiendo,Negativo,1
la experiencia estuvo un desastre,Negativo,1
en general el trámite fue me encantó,Positivo,0
la verdad la aplicación fue bacano,Positivo,0
el sistema fue nada recomendable,Negativo,1
la aplicación estuvo una maravilla,Positivo,0
lamentablemente el proceso fue flojo,Negativo,1
mi experiencia con el servicio fue fatal,Negativo,1
la verdad la compra fue todo salió bien,Positivo,0
mi experiencia con el trámite fue nada recomendable,Negativo,1
mi experiencia con la plataforma fue muy bien logrado,Positivo,0
mi experiencia con la experiencia fue super bacano,Positivo,0
en general la aplicación fue una porquería,Negativo,1
en general la compra fue muy mala atención,Negativo,1
en general el trámite fue fatal,Negativo,1
el servicio fue un desastre,Negativo,1
la experiencia estuvo fatal,Negativo,1
en general la aplicación fue muy incumplido,Negativo,1
en general la atención fue muy recomendado,Positivo,0
la plataforma estuvo funciona de maravilla,Positivo,0
en general el proceso fue mal atendido,Negativo,1
la plataforma fue funciona perfecto,Positivo,0
en general la compra fue de primera,Positivo,0
la verdad la compra fue todo perfecto,Positivo,0
el sistema estuvo vale la pena,Positivo,0
la compra estuvo una porquería,Negativo,1
lamentablemente la plataforma fue malísimo,Negativo,1
mi experiencia con el producto fue muy mala atención,Negativo,1
mi experiencia con la experiencia fue recomendadísimo,Positivo,0
en general el producto fue todo perfecto,Positivo,0
en general la plataforma fue muy malo,Negativo,1
la plataforma estuvo quedé feliz,Positivo,0
lamentablemente la plataforma fue muy incumplido,Negativo,1
en general la compra fue muy desordenado,Negativo,1
la verdad la experiencia fue muy buena atención,Positivo,0
en general el trámite fue quedé feliz,Positivo,0
en general el sistema fue de primera,Positivo,0
en general el producto fue frustrante,Negativo,1
la aplicación fue muy deficiente,Negativo,1
la verdad el servicio fue me dejó contento,Positivo,0
el proceso fue me encantó,Positivo,0
mi experiencia con el proceso fue muy buena atención,Positivo,0
mi experiencia con el sistema fue muy bien logrado,Positivo,0
el servicio fue una chimba,Positivo,0
la compra fue muy desordenado,Negativo,1
la aplicación fue muy regular,Negativo,1
mi experiencia con la plataforma fue frustrante,Negativo,1
lamentablemente la compra fue muy regular,Negativo,1
la verdad el trámite fue todo salió bien,Positivo,0
la verdad la compra fue rápido y eficiente,Positivo,0
lamentablemente el sistema fue muy incumplido,Negativo,1
en general el trámite fue muy malo,Negativo,1
mi experiencia con el sistema fue me decepcionó,Negativo,1
mi experiencia con el producto fue muy incumplido,Negativo,1
en general la plataforma fue muy regular,Negativo,1
en general la plataforma fue quedé feliz,Positivo,0
la experiencia estuvo quedé feliz,Positivo,0
el sistema estuvo me dejó inconforme,Negativo,1
el sistema fue decepcionante,Negativo,1
la experiencia estuvo de lo mejor,Positivo,0
en general la aplicación fue me fue mal,Negativo,1
mi experiencia con el trámite fue un desastre,Negativo,1
la experiencia estuvo decepcionante,Negativo,1
la plataforma fue muy cumplido,Positivo,0
en general la compra fue excelente,Positivo,0
en general el servicio fue me sacó la piedra,Negativo,1
en general el producto fue muy cumplido,Positivo,0
la verdad la compra fue cumple totalmente,Positivo,0
mi experiencia con la aplicación fue una pérdida de tiempo,Negativo,1
en general la compra fue muy buena atención,Positivo,0
mi experiencia con la atención fue una pérdida de tiempo,Negativo,1
la plataforma estuvo no valió la pena,Negativo,1
mi experiencia con la plataforma fue decepcionante,Negativo,1
en general el servicio fue mala experiencia,Negativo,1
el sistema fue me fue muy bien,Positivo,0
en general el producto fue genial,Positivo,0
mi experiencia con el trámite fue muy mala atención,Negativo,1
la experiencia estuvo muy incumplido,Negativo,1
lamentablemente el trámite fue terrible,Negativo,1
en general el trámite fue todo salió bien,Positivo,0
lamentablemente el sistema fue no sirve,Negativo,1
la compra estuvo me dejó satisfecho,Positivo,0
en general el proceso fue muy cumplido,Positivo,0
en general la aplicación fue una nota,Positivo,0
lamentablemente la experiencia fue muy regular,Negativo,1
la verdad la compra fue me pareció genial,Positivo,0
la verdad la plataforma fue todo salió perfecto,Positivo,0
lamentablemente el sistema fue decepcionante,Negativo,1
mi experiencia con la experiencia fue nada recomendable,Negativo,1
el servicio estuvo muy lento,Negativo,1
mi experiencia con el servicio fue muy mala atención,Negativo,1
en general la atención fue muy satisfecho,Positivo,0
la aplicación fue una maravilla,Positivo,0
el proceso fue cumple totalmente,Positivo,0
la verdad el trámite fue me sorprendió,Positivo,0
en general el producto fue fatal,Negativo,1
en general el producto fue muy mala atención,Negativo,1
la verdad el servicio fue funciona de maravilla,Positivo,0
mi experiencia con la aplicación fue funciona perfecto,Positivo,0
en general la atención fue muy bien hecho,Positivo,0
lamentablemente la compra fue muy mala atención,Negativo,1
la atención fue fue un caos,Negativo,1
la plataforma fue rápido y eficiente,Positivo,0
la verdad el proceso fue muy buena atención,Positivo,0
mi experiencia con el sistema fue muy malo,Negativo,1
el proceso fue vale la pena,Positivo,0
la compra estuvo me pareció genial,Positivo,0
el proceso fue una maravilla,Positivo,0
lamentablemente el servicio fue muy mala atención,Negativo,1
en general el servicio fue no valió la pena,Negativo,1
el trámite fue vale la pena,Positivo,0
la plataforma fue fue un caos,Negativo,1
la verdad el producto fue de primera,Positivo,0
en general el producto fue me pareció genial,Positivo,0
el servicio estuvo vale la pena,Positivo,0
mi experiencia con el sistema fue no sirve,Negativo,1
mi experiencia con la compra fue todo salió perfecto,Positivo,0
mi experiencia con el sistema fue fatal,Negativo,1
la verdad la atención fue de primera,Positivo,0
mi experiencia con el trámite fue todo perfecto,Positivo,0
lamentablemente el producto fue me sacó la piedra,Negativo,1
la verdad la aplicación fue una nota,Positivo,0
la verdad el trámite fue funciona de maravilla,Positivo,0
la atención estuvo cumple totalmente,Positivo,0
la compra fue excelente,Positivo,0
mi experiencia con el sistema fue todo salió excelente,Positivo,0
la plataforma estuvo no cumplió,Negativo,1
el sistema fue malísimo,Negativo,1
mi experiencia con la atención fue no sirve,Negativo,1
en general la aplicación fue bacano,Positivo,0
la atención fue muy buena atención,Positivo,0
la aplicación fue rápido y eficiente,Positivo,0
la verdad el sistema fue me encantó,Positivo,0
la compra fue fatal,Negativo,1
la experiencia fue todo salió excelente,Positivo,0
la verdad la compra fue muy satisfecho,Positivo,0
el servicio fue me fue mal,Negativo,1
la aplicación fue muy buena atención,Positivo,0
la verdad el sistema fue me sorprendió,Positivo,0
el proceso fue muy desordenado,Negativo,1
la aplicación fue todo salió bien,Positivo,0
mi experiencia con el producto fue no sirve,Negativo,1
la aplicación estuvo no cumplió,Negativo,1
el sistema fue terrible,Negativo,1
la experiencia estuvo flojo,Negativo,1
mi experiencia con la atención fue no cumplió,Negativo,1
lamentablemente el producto fue muy mal hecho,Negativo,1
el producto fue terrible,Negativo,1
la compra fue me dejó inconforme,Negativo,1
en general el servicio fue frustrante,Negativo,1
la verdad la aplicación fue recomendadísimo,Positivo,0
en general el trámite fue muy bien hecho,Positivo,0
el producto estuvo una chimba,Positivo,0
en general la atención fue todo salió perfecto,Positivo,0
lamentablemente la experiencia fue muy incumplido,Negativo,1
la compra estuvo pésimo,Negativo,1
mi experiencia con la plataforma fue una chimba,Positivo,0
lamentablemente la compra fue terrible,Negativo,1
la verdad la aplicación fue super bacano,Positivo,0
la plataforma estuvo muy recomendado,Positivo,0
